"","datasetName","decimalLatitude","decimalLongitude","Year","Month","individualCount","vernacularName","pa"
"1286","NEFSC Right Whale Aerial Survey",41.97269,-69.10423,"2009","07","1","Basking shark",1
"1287","NEFSC Right Whale Aerial Survey",41.66931,-69.66958,"2003","07","1","Basking shark",1
"1288","NEFSC Right Whale Aerial Survey",43.77183,-68.44416,"2006","07","1","Basking shark",1
"1289","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",43.94,-66.85,"2007","08","1","basking shark",1
"1290","NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007",44.82,-66.09,"2007","08","1","basking shark",1
"1291","NEFSC Right Whale Aerial Survey",43.40282,-68.2547,"2015","06","1","Basking shark",1
"1292","NEFSC Aerial Circle-Back Abundance Survey 2006",42.38,-69.99,"2006","08","1","basking shark",1
"1293","USGS Patuxent Wildlife Research Center Seabirds Database",43.3015,-69.61683,"2005","07","1","Basking Shark",1
"1294","AMAPPS Northeast Shipboard Cruise Summer 2016",40.06639,-71.3076,"2016","06","1","basking shark",1
"1295","NEFSC Right Whale Aerial Survey",42.27274,-68.63912,"2016","05","1","Basking shark",1
"1296","NEFSC Right Whale Aerial Survey",41.99226,-68.06684,"2014","06","1","Basking shark",1
"1297","NEFSC Right Whale Aerial Survey",42.63468,-69.2988,"2003","06","1","Basking shark",1
"1298","NEFSC Right Whale Aerial Survey",42.18311,-69.09941,"2014","06","1","Basking shark",1
"1299","NEFSC Right Whale Aerial Survey",41.73906,-69.72721,"2014","06","1","Basking shark",1
"1300","NEFSC Right Whale Aerial Survey",41.93404,-68.92931,"2012","05","1","Basking shark",1
"1301","AMAPPS Northeast Aerial Cruise Summer 2016",42.205292,-69.580177,"2016","09","1","basking shark",1
"1302","NEFSC Right Whale Aerial Survey",42.32296,-69.25858,"2014","06","1","Basking shark",1
"1303","NEFSC Right Whale Aerial Survey",42.17,-68.13517,"2000","06","1","Basking shark",1
"1304","NEFSC Right Whale Aerial Survey",42.34476,-68.26835,"2014","06","2","Basking shark",1
"1305","NYSDEC aerial surveys",40.297,-71.832,"2017","05","1","basking shark",1
"1306","NEFSC Right Whale Aerial Survey",42.36338,-69.14315,"2009","07","2","Basking shark",1
"1307","NEFSC Right Whale Aerial Survey",41.99776,-68.21098,"2016","06","1","Basking shark",1
"1308","NYSDEC aerial surveys",40.344705,-71.386925,"2018","06","6","basking shark",1
"1309","NYSDEC aerial surveys",40.239927,-71.527687,"2019","06","1","basking shark",1
"1310","NEFSC Right Whale Aerial Survey",43.19175,-68.46625,"2010","11","1","Basking shark",1
"1311","AMAPPS Northeast Aerial Cruise Spring 2019",40.578117,-71.263542,"2019","04","1","basking shark",1
"1312","NEFSC Right Whale Aerial Survey",44.81467,-66.72383,"2003","08","1","Basking shark",1
"1313","NEFSC Right Whale Aerial Survey",41.69347,-69.43557,"2002","06","1","Basking shark",1
"1314","NEFSC Right Whale Aerial Survey",43.06733,-68.73201,"2014","06","1","Basking shark",1
"1315","NEFSC Right Whale Aerial Survey",42.35929,-70.39301,"2014","06","1","Basking shark",1
"1316","AMAPPS Northeast Aerial Cruise Summer 2016",42.381496,-67.354652,"2016","08","4","basking shark",1
"1317","NEFSC Right Whale Aerial Survey",42.17582,-68.67343,"2016","05","1","Basking shark",1
"1318","NEFSC Right Whale Aerial Survey",41.46832,-68.99361,"2008","07","1","Basking shark",1
"1319","NEFSC Right Whale Aerial Survey",40.45235,-68.47528,"2023","05","12","Basking shark",1
"1320","NEFSC Right Whale Aerial Survey",42.96579,-68.97105,"2012","07","1","Basking shark",1
"1321","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.4247,-72.2673,"2017","08","1","basking shark",1
"1322","NEFSC Right Whale Aerial Survey",42.89508,-69.47572,"2009","07","1","Basking shark",1
"1323","NEFSC Right Whale Aerial Survey",41.41933,-69.0065,"2001","06","4","Basking shark",1
"1324","AMAPPS Northeast Aerial Cruise Spring 2017",44.00359,-67.86853,"2017","06","1","basking shark",1
"1325","NEFSC Right Whale Aerial Survey",41.01326,-70.47858,"2015","05","1","Basking shark",1
"1326","NEFSC Right Whale Aerial Survey",42.34244,-68.59856,"2009","08","1","Basking shark",1
"1327","NEFSC Right Whale Aerial Survey",42.82744,-70.08103,"2014","05","1","Basking shark",1
"1328","NEFSC Right Whale Aerial Survey",43.23933,-68.33083,"2003","07","1","Basking shark",1
"1329","NEFSC Right Whale Aerial Survey",41.20907,-68.99958,"2004","07","1","Basking shark",1
"1330","NEFSC Right Whale Aerial Survey",41.39883,-69.16433,"2005","07","1","Basking shark",1
"1331","NEFSC Right Whale Aerial Survey",40.96198,-70.29871,"2015","05","1","Basking shark",1
"1332","NEFSC Right Whale Aerial Survey",41.3795,-68.77833,"2003","10","1","Basking shark",1
"1333","AMAPPS Northeast Aerial Cruise Spring 2017",42.300518,-67.260758,"2017","07","1","basking shark",1
"1334","AMAPPS Northeast Aerial Cruise Spring 2017",41.92012,-68.829216,"2017","06","1","basking shark",1
"1335","NEFSC Right Whale Aerial Survey",42.03583,-69.51633,"2007","06","1","Basking shark",1
"1336","NEFSC Right Whale Aerial Survey",41.79549,-69.39232,"2003","07","2","Basking shark",1
"1337","NEFSC Right Whale Aerial Survey",41.09682,-69.08973,"2014","06","1","Basking shark",1
"1338","NEFSC Right Whale Aerial Survey",41.66417,-68.81567,"2005","08","1","Basking shark",1
"1339","NEFSC Right Whale Aerial Survey",41.748,-69.715,"2002","06","2","Basking shark",1
"1340","NEFSC Right Whale Aerial Survey",42.0533,-68.28318,"2016","06","1","Basking shark",1
"1341","NEFSC Right Whale Aerial Survey",43.6802,-63.53985,"2015","07","1","Basking shark",1
"1342","NEFSC Right Whale Aerial Survey",43.124,-69.85316,"2004","06","1","Basking shark",1
"1343","NEFSC Right Whale Aerial Survey",41.47758,-69.47931,"2004","07","1","Basking shark",1
"1344","NEFSC Right Whale Aerial Survey",43.97368,-67.97221,"2013","06","1","Basking shark",1
"1345","NEFSC Right Whale Aerial Survey",43.22523,-68.33342,"2013","07","1","Basking shark",1
"1346","NEFSC Right Whale Aerial Survey",43.46081,-68.46598,"2009","10","1","Basking shark",1
"1347","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.4781,-71.247,"2016","08","1","basking shark",1
"1348","NEFSC Right Whale Aerial Survey",42.69233,-69.43217,"2000","06","1","Basking shark",1
"1349","NEFSC Right Whale Aerial Survey",41.62943,-69.3558,"2002","06","1","Basking shark",1
"1350","NEFSC Right Whale Aerial Survey",42.45518,-68.45885,"2016","05","3","Basking shark",1
"1351","NEFSC Right Whale Aerial Survey",41.79161,-69.43304,"2003","06","1","Basking shark",1
"1352","NEFSC Right Whale Aerial Survey",41.7406,-69.59487,"2005","06","1","Basking shark",1
"1353","NEFSC Right Whale Aerial Survey",42.80367,-70.58844,"2004","05","1","Basking shark",1
"1354","NEFSC Right Whale Aerial Survey",41.62333,-69.35616,"2006","07","1","Basking shark",1
"1355","NEFSC Right Whale Aerial Survey",42.7895,-68.37729,"2004","06","1","Basking shark",1
"1356","NEFSC Right Whale Aerial Survey",42.20511,-69.37672,"2012","07","1","Basking shark",1
"1357","NEFSC Right Whale Aerial Survey",42.32098,-70.59509,"2006","06","1","Basking shark",1
"1358","NEFSC Right Whale Aerial Survey",42.56882,-69.72314,"2002","06","1","Basking shark",1
"1359","USGS Patuxent Wildlife Research Center Seabirds Database",43.04918,-69.521,"2005","07","1","Basking Shark",1
"1360","NEFSC Right Whale Aerial Survey",42.90978,-69.44651,"2009","07","1","Basking shark",1
"1361","AMAPPS Northeast Shipboard Cruise Summer 2016",40.27298,-69.04653,"2016","07","1","basking shark",1
"1362","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6946,-71.7669,"2017","08","1","basking shark",1
"1363","NEFSC Right Whale Aerial Survey",42.30576,-67.63286,"2016","06","1","Basking shark",1
"1364","USGS Patuxent Wildlife Research Center Seabirds Database",43.19736,-69.82987,"2012","08","1","Basking Shark",1
"1365","NEFSC Right Whale Aerial Survey",42.571,-69.72746,"2012","06","1","Basking shark",1
"1366","NEFSC Right Whale Aerial Survey",42.018,-69.49806,"2003","06","1","Basking shark",1
"1367","NEFSC Right Whale Aerial Survey",42.44108,-68.70872,"2014","06","1","Basking shark",1
"1368","NEFSC Right Whale Aerial Survey",42.89748,-67.99027,"2015","06","1","Basking shark",1
"1369","NEFSC Right Whale Aerial Survey",42.85607,-69.6352,"2012","05","1","Basking shark",1
"1370","AMAPPS Northeast Aerial Cruise Summer 2011",42.733418,-69.401856,"2011","08","1","basking shark",1
"1371","NEFSC Right Whale Aerial Survey",40.58686,-69.98744,"2002","09","1","Basking shark",1
"1372","NEFSC Right Whale Aerial Survey",42.16895,-66.43254,"2012","07","1","Basking shark",1
"1373","NEFSC Right Whale Aerial Survey",40.90237,-69.81912,"2004","06","1","Basking shark",1
"1374","USGS Patuxent Wildlife Research Center Seabirds Database",43.08717,-69.87634,"2005","07","1","Basking Shark",1
"1375","AMAPPS Northeast Aerial Cruise Summer 2011",43.189083,-69.172875,"2011","08","1","basking shark",1
"1376","NEFSC Right Whale Aerial Survey",42.48556,-68.72785,"2014","06","1","Basking shark",1
"1377","NEFSC Right Whale Aerial Survey",43.18958,-67.73129,"2012","05","1","Basking shark",1
"1378","NEFSC Right Whale Aerial Survey",43.02502,-67.7253,"2015","06","1","Basking shark",1
"1379","NEFSC Right Whale Aerial Survey",42.36508,-66.47997,"2016","06","1","Basking shark",1
"1380","USGS Patuxent Wildlife Research Center Seabirds Database",43.09678,-69.72571,"2005","07","1","Basking Shark",1
"1381","NEFSC Right Whale Aerial Survey",42.21963,-70.04559,"2002","06","1","Basking shark",1
"1382","NEFSC Right Whale Aerial Survey",42.99269,-70.36277,"2015","06","2","Basking shark",1
"1383","NEFSC Right Whale Aerial Survey",41.22489,-68.95895,"2005","07","1","Basking shark",1
"1384","NEFSC Right Whale Aerial Survey",43.06829,-67.90475,"2015","06","1","Basking shark",1
"1385","NEFSC Right Whale Aerial Survey",42.66741,-69.45457,"2010","05","1","Basking shark",1
"1386","NEFSC Right Whale Aerial Survey",41.88066,-69.53183,"2003","06","1","Basking shark",1
"1387","NEFSC Right Whale Aerial Survey",41.43726,-68.75378,"2016","06","1","Basking shark",1
"1388","NEFSC Right Whale Aerial Survey",41.02714,-71.15973,"2011","06","1","Basking shark",1
"1389","NEFSC Right Whale Aerial Survey",44.38274,-67.20643,"2002","09","1","Basking shark",1
"1390","NEFSC Right Whale Aerial Survey",42.72752,-69.41598,"2015","05","1","Basking shark",1
"1391","AMAPPS Northeast Aerial Cruise Summer 2011",40.721031,-71.007813,"2011","08","1","basking shark",1
"1392","NEFSC Right Whale Aerial Survey",42.48018,-67.94105,"2013","06","1","Basking shark",1
"1393","NEFSC Right Whale Aerial Survey",42.51324,-69.13815,"2012","07","1","Basking shark",1
"1394","AMAPPS Northeast Aerial Cruise Fall 2012",40.817005,-70.921547,"2012","10","1","basking shark",1
"1395","Beacon Wind Digital Aerial Wildlife Surveys for BOEM Lease Area OCS-A 0520, Equinor Wind US LLC, March 2021 – October 2021",40.748622,-70.531318,"2021","05","1","basking shark",1
"1396","NEFSC Right Whale Aerial Survey",41.40874,-69.35079,"2005","05","1","Basking shark",1
"1397","NEFSC Right Whale Aerial Survey",41.75949,-69.24826,"2009","07","1","Basking shark",1
"1398","NEFSC Right Whale Aerial Survey",43.08198,-68.97267,"2012","05","1","Basking shark",1
"1399","NEFSC Right Whale Aerial Survey",41.96573,-68.49574,"2014","06","1","Basking shark",1
"1400","NEFSC Right Whale Aerial Survey",41.96792,-69.54644,"2013","07","1","Basking shark",1
"1401","AMAPPS Northeast Aerial Cruise Spring 2017",40.674,-69.449883,"2017","06","3","basking shark",1
"1402","NEFSC Right Whale Aerial Survey",42.21737,-68.88506,"2014","06","1","Basking shark",1
"1403","NEFSC Right Whale Aerial Survey",41.79952,-69.84958,"2002","07","1","Basking shark",1
"1404","NEFSC Aerial Circle-Back Abundance Survey 2004",40.971,-71.09513,"2004","06","1","basking shark",1
"1405","NEFSC Right Whale Aerial Survey",42.68524,-69.24849,"2012","07","1","Basking shark",1
"1406","NEFSC Right Whale Aerial Survey",43.9063,-68.36882,"2015","06","1","Basking shark",1
"1407","AMAPPS Northeast Shipboard Cruise Summer 2016",40.11527,-71.29832,"2016","06","2","basking shark",1
"1408","NEFSC Right Whale Aerial Survey",44.34812,-67.22835,"2002","09","1","Basking shark",1
"1409","NEFSC Right Whale Aerial Survey",41.89658,-68.52658,"2006","07","1","Basking shark",1
"1410","NEFSC Right Whale Aerial Survey",42.66825,-70.11302,"2015","06","1","Basking shark",1
"1411","NEFSC Right Whale Aerial Survey",42.2255,-68.70951,"2014","06","1","Basking shark",1
"1412","NEFSC Right Whale Aerial Survey",41.53827,-69.27206,"2003","06","1","Basking shark",1
"1413","NEFSC Right Whale Aerial Survey",42.01417,-70.0095,"2000","05","1","Basking shark",1
"1414","NEFSC Right Whale Aerial Survey",41.30825,-69.51508,"2003","06","1","Basking shark",1
"1415","NEFSC Right Whale Aerial Survey",41.44046,-69.01371,"2014","06","1","Basking shark",1
"1416","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6946,-71.767,"2017","08","1","basking shark",1
"1417","NEFSC Right Whale Aerial Survey",43.0775,-68.48583,"2006","07","1","Basking shark",1
"1418","NEFSC Right Whale Aerial Survey",41.8335,-68.44583,"2005","08","1","Basking shark",1
"1419","Visual sightings from Song of the Whale 1993-2013",42.39485,-68.96762,"2001","07","1","basking shark",1
"1420","NEFSC Right Whale Aerial Survey",41.79533,-68.39367,"2002","09","1","Basking shark",1
"1421","NEFSC Right Whale Aerial Survey",41.62194,-69.1409,"2012","06","1","Basking shark",1
"1422","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.7079,-71.5271,"2018","04","1","basking shark",1
"1423","NEFSC Right Whale Aerial Survey",43.17524,-67.62591,"2015","06","2","Basking shark",1
"1424","NEFSC Right Whale Aerial Survey",42.10946,-69.16988,"2014","06","1","Basking shark",1
"1425","NEFSC Right Whale Aerial Survey",42.01742,-69.85909,"2015","07","1","Basking shark",1
"1426","NEFSC Right Whale Aerial Survey",41.57247,-69.41323,"2013","05","1","Basking shark",1
"1427","NEFSC Right Whale Aerial Survey",44.30877,-67.25115,"2002","09","1","Basking shark",1
"1428","NEFSC Right Whale Aerial Survey",42.35759,-68.47384,"2014","06","1","Basking shark",1
"1429","AMAPPS Northeast Aerial Cruise Spring 2017",41.033104,-69.312759,"2017","06","1","basking shark",1
"1430","NEFSC Right Whale Aerial Survey",43.32313,-68.33371,"2014","06","1","Basking shark",1
"1431","AMAPPS Northeast Aerial Cruise Summer 2011",43.020096,-68.958374,"2011","08","1","basking shark",1
"1432","NEFSC Right Whale Aerial Survey",41.99219,-68.79385,"2014","06","1","Basking shark",1
"1433","NEFSC Right Whale Aerial Survey",42.61141,-68.96338,"2014","06","1","Basking shark",1
"1434","NEFSC Right Whale Aerial Survey",42.50515,-69.86746,"2014","05","1","Basking shark",1
"1435","NEFSC Right Whale Aerial Survey",42.066,-69.44342,"2003","06","1","Basking shark",1
"1436","NEFSC Right Whale Aerial Survey",42.10317,-69.99067,"2003","07","2","Basking shark",1
"1437","AMAPPS Northeast Aerial Cruise Summer 2021",43.447723,-68.624512,"2021","08","1","Basking shark",1
"1438","NEFSC Right Whale Aerial Survey",42.83224,-69.97451,"2011","06","1","Basking shark",1
"1439","NEFSC Right Whale Aerial Survey",40.78628,-72.02694,"2004","06","1","Basking shark",1
"1440","NEFSC Right Whale Aerial Survey",42.14408,-69.31111,"2006","06","1","Basking shark",1
"1441","NEFSC Right Whale Aerial Survey",41.90667,-69.56817,"2007","06","1","Basking shark",1
"1442","NEFSC Right Whale Aerial Survey",43.46144,-68.23362,"2010","10","1","Basking shark",1
"1443","NEFSC Right Whale Aerial Survey",41.74883,-68.33533,"2003","09","1","Basking shark",1
"1444","AMAPPS Northeast Aerial Cruise Spring 2017",42.123188,-69.377472,"2017","06","1","basking shark",1
"1445","NEFSC Right Whale Aerial Survey",41.08776,-70.44882,"2015","05","1","Basking shark",1
"1446","NEFSC Right Whale Aerial Survey",41.25383,-68.98125,"2003","06","2","Basking shark",1
"1447","NEFSC Right Whale Aerial Survey",42.15725,-69.93512,"2003","05","1","Basking shark",1
"1448","NEFSC Right Whale Aerial Survey",42.9195,-68.99367,"2000","06","1","Basking shark",1
"1449","NEFSC Right Whale Aerial Survey",42.43722,-69.9815,"2012","07","1","Basking shark",1
"1450","NEFSC Right Whale Aerial Survey",42.1385,-70.32283,"2006","09","1","Basking shark",1
"1451","NEFSC Aerial Circle-Back Abundance Survey 2004",43.44,-68.43401,"2004","06","1","basking shark",1
"1452","NEFSC Right Whale Aerial Survey",42.02614,-68.50584,"2014","06","1","Basking shark",1
"1453","NEFSC Aerial Circle-Back Abundance Survey 2004",41.136,-68.94211,"2004","07","1","basking shark",1
"1454","NEFSC Right Whale Aerial Survey",43.95153,-67.98398,"2015","06","1","Basking shark",1
"1455","NEFSC Right Whale Aerial Survey",41.22796,-68.95925,"2004","07","1","Basking shark",1
"1456","NEFSC Right Whale Aerial Survey",41.20016,-69.27917,"2003","06","1","Basking shark",1
"1457","NEFSC Twin Otter Aerial Survey 2008",42.119,-69.308,"2008","08","1","basking shark",1
"1458","NEFSC Right Whale Aerial Survey",41.32958,-68.88292,"2005","07","1","Basking shark",1
"1459","AMAPPS Northeast Aerial Cruise Summer 2016",42.34166,-67.308807,"2016","08","1","basking shark",1
"1460","NEFSC Right Whale Aerial Survey",42.47661,-69.04348,"2016","05","1","Basking shark",1
"1461","AMAPPS Northeast Aerial Cruise Spring 2017",42.842667,-67.887596,"2017","06","1","basking shark",1
"1462","NEFSC Right Whale Aerial Survey",41.9291,-67.98353,"2003","06","1","Basking shark",1
"1463","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2016",40.6608,-71.893,"2017","05","1","basking shark",1
"1464","NEFSC Right Whale Aerial Survey",44.83424,-66.66272,"2003","08","1","Basking shark",1
"1465","NEFSC Right Whale Aerial Survey",42.06848,-69.26962,"2016","05","1","Basking shark",1
"1466","NEFSC Right Whale Aerial Survey",43.15963,-67.92103,"2015","06","1","Basking shark",1
"1467","NEFSC Right Whale Aerial Survey",42.09128,-68.1555,"2007","06","1","Basking shark",1
"1468","NEFSC Right Whale Aerial Survey",41.45005,-69.33975,"2012","05","1","Basking shark",1
"1469","NEFSC Right Whale Aerial Survey",41.77191,-68.5051,"2005","05","1","Basking shark",1
"1470","AMAPPS Northeast Aerial Cruise Spring 2017",40.731796,-68.481575,"2017","06","1","basking shark",1
"1471","NEFSC Twin Otter Aerial Survey 2008",41.027,-69.223,"2008","08","1","basking shark",1
"1472","NEFSC Right Whale Aerial Survey",41.87695,-68.36424,"2008","07","1","Basking shark",1
"1473","USGS Patuxent Wildlife Research Center Seabirds Database",43.05033,-69.8535,"2005","07","1","Basking Shark",1
"1474","NEFSC Aerial Circle-Back Abundance Survey 2006",43.9,-67.73,"2006","08","1","basking shark",1
"1475","NEFSC Right Whale Aerial Survey",42.1919,-68.75916,"2014","06","1","Basking shark",1
"1476","NEFSC Right Whale Aerial Survey",42.09031,-68.33148,"2016","06","1","Basking shark",1
"1477","NEFSC Right Whale Aerial Survey",42.25397,-69.29687,"2009","07","1","Basking shark",1
"1478","NEFSC Right Whale Aerial Survey",40.80829,-72.15329,"2005","05","1","Basking shark",1
"1479","AMAPPS Northeast Aerial Cruise Spring 2017",41.892944,-68.969276,"2017","06","1","basking shark",1
"1480","NEFSC Right Whale Aerial Survey",42.2505,-70.38392,"2005","09","2","Basking shark",1
"1481","NEFSC Right Whale Aerial Survey",43.15066,-70.10483,"2010","05","1","Basking shark",1
"1482","NEFSC Right Whale Aerial Survey",42.85964,-69.43344,"2012","07","1","Basking shark",1
"1483","NEFSC Right Whale Aerial Survey",42.19639,-68.09974,"2014","06","1","Basking shark",1
"1484","NEFSC Right Whale Aerial Survey",41.91332,-69.49517,"2012","06","1","Basking shark",1
"1485","NEFSC Right Whale Aerial Survey",41.45469,-69.10952,"2014","06","1","Basking shark",1
"1486","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.6946,-71.7669,"2017","08","1","basking shark",1
"1487","NEFSC Right Whale Aerial Survey",42.62091,-69.3671,"2011","06","1","Basking shark",1
"1488","NEFSC Right Whale Aerial Survey",43.10879,-68.64665,"2014","06","1","Basking shark",1
"1489","NEFSC Right Whale Aerial Survey",42.74799,-70.16604,"2012","07","1","Basking shark",1
"1490","NEFSC Right Whale Aerial Survey",42.9716,-68.96957,"2015","06","2","Basking shark",1
"1491","NEFSC Right Whale Aerial Survey",42.52408,-69.8449,"2011","06","2","Basking shark",1
"1492","NEFSC Right Whale Aerial Survey",42.97895,-67.86282,"2013","06","1","Basking shark",1
"1493","AMAPPS Northeast Aerial Cruise Summer 2016",43.528217,-68.259796,"2016","08","1","basking shark",1
"1494","NEFSC Right Whale Aerial Survey",41.75133,-69.14533,"2001","05","1","Basking shark",1
"1495","NEFSC Right Whale Aerial Survey",42.48092,-68.84043,"2009","07","1","Basking shark",1
"1496","NEFSC Right Whale Aerial Survey",41.54037,-69.26593,"2014","06","1","Basking shark",1
"1497","NEFSC Right Whale Aerial Survey",43.32931,-68.59961,"2012","07","1","Basking shark",1
"1498","NEFSC Right Whale Aerial Survey",42.73711,-69.87959,"2012","07","1","Basking shark",1
"1499","NEFSC Right Whale Aerial Survey",42.19368,-69.93093,"2004","06","1","Basking shark",1
"1500","NEFSC Right Whale Aerial Survey",42.10581,-68.74467,"2016","06","1","Basking shark",1
"1501","NEFSC Right Whale Aerial Survey",42.05343,-67.41315,"2004","11","1","Basking shark",1
"1502","NEFSC Right Whale Aerial Survey",41.80673,-69.47277,"2002","06","5","Basking shark",1
"1503","NEFSC Right Whale Aerial Survey",42.24883,-69.95917,"2005","08","1","Basking shark",1
"1504","NEFSC Right Whale Aerial Survey",41.90102,-68.83274,"2015","05","2","Basking shark",1
"1505","NEFSC Right Whale Aerial Survey",40.82583,-72.12083,"2005","05","1","Basking shark",1
"1506","NEFSC Right Whale Aerial Survey",42.00435,-68.72353,"2016","05","1","Basking shark",1
"1507","USGS Patuxent Wildlife Research Center Seabirds Database",42.9196,-67.8075,"2007","10","1","Basking Shark",1
"1508","NEFSC Right Whale Aerial Survey",42.18333,-66.94667,"2012","06","1","Basking shark",1
"1509","NEFSC Right Whale Aerial Survey",42.1015,-69.92084,"2003","07","1","Basking shark",1
"1510","NEFSC Right Whale Aerial Survey",42.87783,-69.59512,"2012","07","1","Basking shark",1
"1511","AMAPPS Northeast Shipboard Cruise Summer 2011",40.04112,-71.09842,"2011","06","1","basking shark",1
"1512","NEFSC Right Whale Aerial Survey",43.16867,-68.92629,"2005","07","1","Basking shark",1
"1513","AMAPPS Northeast Aerial Cruise Spring 2017",42.543533,-67.541634,"2017","07","1","basking shark",1
"1514","NEFSC Right Whale Aerial Survey",43.83065,-67.43677,"2015","06","1","Basking shark",1
"1515","NEFSC Right Whale Aerial Survey",43.43512,-68.13763,"2009","07","1","Basking shark",1
"1516","NEFSC Right Whale Aerial Survey",43.18489,-69.77334,"2002","06","1","Basking shark",1
"1517","NEFSC Right Whale Aerial Survey",42.97159,-68.86392,"2012","07","1","Basking shark",1
"1518","NEFSC Right Whale Aerial Survey",44.00067,-67.51283,"2005","09","1","Basking shark",1
"1519","NEFSC Right Whale Aerial Survey",42.30824,-69.05376,"2014","06","1","Basking shark",1
"1520","NEFSC Right Whale Aerial Survey",42.11751,-69.15525,"2016","06","1","Basking shark",1
"1521","NEFSC Right Whale Aerial Survey",41.30142,-69.11042,"2007","06","1","Basking shark",1
"1522","NEFSC Right Whale Aerial Survey",42.54631,-69.24649,"2011","06","1","Basking shark",1
"1523","Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017",40.63,-72.0987,"2017","08","1","basking shark",1
"1524","NEFSC Right Whale Aerial Survey",42.80825,-67.77692,"2015","06","1","Basking shark",1
"1525","NEFSC Right Whale Aerial Survey",42.64473,-69.55999,"2011","06","1","Basking shark",1
"1526","NEFSC Right Whale Aerial Survey",43.33426,-68.58234,"2013","07","1","Basking shark",1
"1527","AMAPPS Northeast Aerial Cruise Summer 2016",41.920803,-69.789162,"2016","08","1","basking shark",1
"1528",NA,42.01917,-70.26512,"2005","10","1","Basking shark",1
"1529","NEFSC Aerial Circle-Back Abundance Survey 2004",41.145,-69.61597,"2004","06","1","basking shark",1
"1530","NEFSC Right Whale Aerial Survey",41.93559,-69.14338,"2011","05","1","Basking shark",1
"1531","NEFSC Right Whale Aerial Survey",41.87827,-68.41235,"2014","06","1","Basking shark",1
"1532","NEFSC Right Whale Aerial Survey",42.48577,-68.37254,"2014","06","1","Basking shark",1
"1533","NEFSC Right Whale Aerial Survey",41.46413,-69.34651,"2003","07","1","Basking shark",1
"1534","AMAPPS Northeast Aerial Cruise Summer 2016",43.531376,-68.263664,"2016","08","1","basking shark",1
"1535","NEFSC Right Whale Aerial Survey",41.78095,-69.80993,"2003","06","2","Basking shark",1
"1536","NEFSC Right Whale Aerial Survey",42.43545,-68.70638,"2014","06","1","Basking shark",1
"1537","NEFSC Right Whale Aerial Survey",43.67283,-68.13994,"2004","06","1","Basking shark",1
"1538","NEFSC Right Whale Aerial Survey",42.79656,-69.97294,"2011","06","1","Basking shark",1
"1539","NEFSC Right Whale Aerial Survey",42.70128,-69.4887,"2011","06","1","Basking shark",1
"1540","NEFSC Right Whale Aerial Survey",44.748,-66.5215,"2003","08","1","Basking shark",1
"1541","NEFSC Right Whale Aerial Survey",42.69496,-70.1495,"2003","06","1","Basking shark",1
"1542","NEFSC Right Whale Aerial Survey",42.05644,-69.2168,"2011","05","1","Basking shark",1
"1543","NEFSC Right Whale Aerial Survey",43.59996,-68.23162,"2004","06","2","Basking shark",1
"1544","NEFSC Right Whale Aerial Survey",42.38094,-69.24467,"2003","05","1","Basking shark",1
"1545","NEFSC Right Whale Aerial Survey",42.91678,-70.32383,"2010","05","1","Basking shark",1
"1546","NEFSC Twin Otter Aerial Survey 2008",43.662,-68.666,"2008","08","1","basking shark",1
"1547","NEFSC Right Whale Aerial Survey",41.85254,-68.29763,"2009","06","1","Basking shark",1
"1548","NEFSC Right Whale Aerial Survey",40.96153,-70.29888,"2015","05","1","Basking shark",1
"1549","NEFSC Right Whale Aerial Survey",41.76659,-68.43427,"2016","05","1","Basking shark",1
"1550","AMAPPS Northeast Aerial Cruise Fall 2012",43.243328,-69.239052,"2012","10","1","basking shark",1
"1551","NEFSC Aerial Circle-Back Abundance Survey 2004",40.626,-71.57624,"2004","06","1","basking shark",1
"1552","NEFSC Right Whale Aerial Survey",42.75444,-70.30775,"2013","06","1","Basking shark",1
"1553","NEFSC Right Whale Aerial Survey",41.95088,-68.15019,"2016","06","1","Basking shark",1
"1554","NEFSC Right Whale Aerial Survey",43.11715,-70.28634,"2015","06","1","Basking shark",1
"1555","NEFSC Right Whale Aerial Survey",42.296,-68.96167,"2006","06","1","Basking shark",1
"1556","NEFSC Right Whale Aerial Survey",42.46624,-68.98139,"2014","06","1","Basking shark",1
"1557","NEFSC Right Whale Aerial Survey",42.38394,-70.48228,"2003","06","1","Basking shark",1
"1558","NEFSC Aerial Circle-Back Abundance Survey 2004",42.738,-69.08044,"2004","06","1","basking shark",1
"1559","AMAPPS Northeast Aerial Cruise Spring 2017",44.003925,-67.86731,"2017","06","1","basking shark",1
